feature,class
"-671.7029,176.95651,-112.507454,-74.86494,-27.290552,-39.811077,-44.859894,-18.692484,-23.13169,-8.357464,-10.493344,3.9055266,0.9571481,4.1099305,-0.79055107,6.4460406,2.2825487,4.4251246,0.7094279,0.9381008,0.3758602,3.3001368,3.9277177,4.3532996,4.3516264,3.5731978,5.5218763,4.479551,5.462056,3.1726475,4.4778314,3.6092422,4.98842,2.4065073,3.784638,2.1275268,3.2679534,2.0491087,2.8309853,1.6759999",Tug
"-546.05756,171.30145,-121.1877,-75.84375,-24.051199,-49.30042,-36.78481,-22.264326,-16.315828,-12.474836,-11.868005,-3.072124,2.3850725,0.47810802,1.0591741,2.5232835,2.0741687,1.8906496,1.3102685,0.39372852,1.1279069,2.4784944,2.6220078,2.4712374,3.2288494,2.8193042,1.2499199,1.4939831,2.5565155,2.408687,1.6803865,1.4111081,1.6109978,1.9295096,2.6998794,3.0310912,1.9574231,1.0782768,1.5417303,2.4395678",Tug
"-634.7356,172.16786,-124.955086,-77.90855,-24.277382,-47.946262,-37.84574,-21.600533,-13.898701,-10.419363,-9.720299,-0.06524855,6.5539064,5.387884,3.6141558,2.7102222,2.4259746,3.1285844,2.9383833,2.2010343,2.1672976,2.3932986,2.8810468,2.943241,3.874257,4.2780275,3.3758233,3.0907817,3.851259,3.6469452,2.8178947,1.8825411,1.5450455,2.452144,3.6682384,3.9338534,2.9481626,2.0693016,2.189817,2.5711014",Tug
"-667.2633,171.98283,-117.67754,-72.28564,-27.451548,-42.087986,-43.8301,-18.46272,-17.269869,-5.5407004,-12.714311,1.7674719,2.687433,5.9643006,0.6307878,4.343398,1.0715657,5.286261,4.129356,3.8814528,2.219811,3.7824428,3.7476866,2.5122583,3.8499813,3.4758816,3.1409972,1.3817219,4.304165,3.0420108,3.3902874,1.5010536,2.819307,1.2333326,3.6351404,3.3345597,4.368385,2.6813295,3.6532,3.3977804",Tug
"-750.3153,140.88737,-93.26054,-68.912155,-27.433237,-23.1814,-43.688217,-6.699605,-15.122255,0.13749245,-10.359277,9.184895,1.2387462,11.86995,-0.7106146,9.518381,1.2477599,9.159283,1.5950971,6.3608875,0.98739344,6.486854,2.8469398,5.618923,3.5451005,5.561388,3.7610445,4.518611,4.8298635,4.8444214,4.177932,2.5123286,2.925642,1.9382408,3.313584,1.7363255,2.6247547,0.6222021,2.2627423,1.0160167",Tug
"-640.486,184.75934,-119.71603,-67.80637,-26.727152,-45.69699,-41.207706,-20.44714,-21.920187,-12.553612,-14.775859,-0.3916941,-1.2410095,0.2824553,-2.127725,2.2551954,0.91367394,4.714217,3.7702117,1.7253536,0.8175104,1.5876356,1.1853439,1.6508309,4.3077645,3.1018002,3.1634207,1.8278447,4.6512694,3.8929863,3.6833894,1.5890663,3.240661,3.0067635,5.1962867,4.580691,4.7543006,3.4141357,4.1729,4.7283945",Tug
"-715.2659,156.62218,-111.81072,-77.0725,-31.27821,-31.80875,-46.25296,-6.606252,-16.137169,-0.20558058,-10.520295,10.933228,3.7916603,12.93484,0.5344378,9.730916,-0.5461453,8.498721,2.2578516,6.1592326,0.33682156,6.143013,1.8717574,4.686431,4.192145,6.007318,2.2337983,3.0538504,4.4923086,3.9324732,2.9872456,2.0742936,2.6388893,2.1356015,4.694281,3.3499503,3.8278208,1.7170905,3.346531,1.7969692",Tug
"-674.72375,165.77393,-119.742035,-66.926735,-28.342577,-38.82279,-38.457584,-11.10846,-17.482044,-4.2575736,-11.557431,3.6724155,0.028503112,5.934161,-1.450326,4.780737,0.8252535,5.7328897,1.3278261,2.1371822,-0.47919467,1.8207868,1.5597476,3.2174282,3.681514,3.014604,3.435568,2.944193,4.8734865,3.3935735,4.041021,2.0132883,3.69617,2.4970465,4.7140937,2.6972365,3.6178133,1.7825475,3.3501346,2.4226906",Tug
"-691.90607,166.78227,-112.17787,-74.85918,-32.51401,-35.095062,-42.8583,-14.719109,-23.607466,-5.9256234,-12.858328,5.1340575,1.1751136,9.488192,1.0737818,10.190888,5.1336865,10.951977,3.758717,5.513473,1.9183036,4.4382186,2.289298,4.093408,2.3512552,1.0964429,0.36485064,0.3936405,2.631408,2.8370163,4.2533026,2.8434038,5.740284,6.5562162,9.739295,6.9312463,7.0025663,3.8420377,4.1839237,1.254044",Tug
"-694.8214,159.66566,-104.09246,-72.37727,-23.296936,-35.712482,-36.731762,-14.578951,-17.253824,-8.20778,-9.131713,1.6828429,2.8339586,4.9985948,0.5082542,3.0011156,1.68643,3.9041326,2.6324844,2.1049464,2.2347655,2.8166993,3.7484,4.3681593,6.345619,5.337382,5.6428666,3.330014,4.0380373,2.538263,3.3719246,2.311002,3.7018094,2.8779128,3.8017304,2.2250834,1.8174595,1.5998927,2.9859405,3.1923716",Tug
"-709.4414,164.33752,-103.996704,-75.85969,-30.892267,-29.50513,-43.31845,-11.022677,-21.840034,-0.9632712,-6.803666,7.6947017,-2.19284,8.066196,-2.9123306,5.808521,-0.055175267,8.80395,1.3121132,4.6697507,0.49826553,4.5571194,2.5436904,6.6497536,4.362526,3.4108326,2.2185907,3.6159406,4.7474337,3.6777565,2.9218154,0.57844573,2.035959,2.7964866,6.0915365,3.9944892,4.880805,3.201122,5.1842637,3.334041",Tug
"-692.8138,163.22911,-103.9041,-65.77195,-23.946688,-41.28315,-44.93188,-15.183432,-20.616978,-10.626902,-11.414423,4.203968,0.6828836,3.6174932,0.4287661,7.21191,3.7207766,7.3089747,5.322987,3.6993794,0.3229818,2.3581955,3.2408934,3.4500759,5.2843876,4.620738,4.304672,2.305827,4.156663,2.6702993,3.6108546,1.7876333,3.2771358,2.1270022,4.759907,3.6720512,4.2012267,2.604294,3.9085968,3.2412634",Tug
"-661.113,178.8868,-117.69182,-72.26492,-30.401552,-44.39301,-43.547047,-13.428536,-17.202976,-6.680227,-13.713836,2.6134877,1.3910855,5.3915877,-1.2603525,3.3769155,-0.91874117,4.7342033,2.7252007,1.7448682,-0.78744614,1.5826501,0.37620458,1.007673,4.064669,3.8866012,3.7265165,3.0710838,5.709494,3.8609743,3.8297231,1.2497693,2.713853,1.872735,5.2216945,3.9007144,3.565605,1.5914034,4.237363,4.4123626",Tug
"-686.3264,175.76283,-101.53264,-70.36664,-27.004934,-35.804733,-41.73618,-12.140886,-21.124004,-6.4480853,-10.478384,3.8728697,-0.044484336,6.27442,-1.8000449,4.2790275,-0.4049483,4.524539,-0.38417578,0.6997916,-1.0009022,1.2863857,0.22639225,2.249619,2.7324266,1.9291439,2.6346607,2.377174,4.1400023,2.6825638,3.2448096,0.9544899,2.7630835,2.5675044,5.5992427,3.0327692,3.0616136,1.1103224,3.1126497,2.6464164",Tug
"-695.6914,166.7112,-113.19437,-70.743904,-27.136314,-37.01994,-49.476364,-11.349428,-21.20217,-3.3064544,-12.340631,5.205426,-1.548309,9.499817,-0.73030895,7.538343,-0.4536797,9.173569,2.5342996,5.789627,2.1730936,6.8479733,2.7620792,5.180078,3.8083396,5.139274,4.017544,4.3602896,5.136532,4.2550035,3.4637616,1.8670843,2.7995868,1.5057452,3.5600283,2.0488324,3.3966572,2.348762,5.2640033,4.1929994",Tug
"-742.70276,146.61078,-96.056114,-72.90728,-29.051128,-25.581188,-46.18935,-8.498727,-17.717289,0.14610456,-6.6273723,10.509664,0.11374552,12.657461,0.3003756,8.623509,1.343216,11.022408,2.7344308,6.557632,1.3867204,6.67016,2.7965312,6.5549793,4.5266666,5.0010962,2.363531,3.1898727,3.4088857,3.868181,3.878632,1.6749783,1.6412364,1.6671838,4.150095,2.0770638,1.9550126,0.3850914,3.0824971,2.109806",Tug
"-705.0401,163.94475,-88.03575,-80.49055,-27.719618,-38.848927,-42.040985,-17.92632,-13.760314,-8.02511,-7.356195,1.1519177,4.750726,4.836791,0.8814611,2.3558922,1.9667498,3.596012,5.149369,4.5480304,3.4359949,2.713513,3.7748814,3.688493,4.7586555,4.1202116,4.6376266,3.5821478,4.778126,3.9345658,3.4924767,2.115295,2.2771192,2.0193255,3.3129046,4.0789948,3.9590697,3.0778627,2.8216772,3.3759573",Tug
"-674.47614,178.73665,-107.93794,-70.6861,-26.768724,-39.25083,-44.081104,-15.378066,-23.119862,-9.539739,-14.759684,0.9502656,0.75347465,6.5071816,-2.3522325,3.5339494,-0.75777584,3.7374089,1.1401252,2.758268,0.38126433,3.427182,3.8588736,4.6704235,5.475904,5.1677775,4.393752,2.7111778,5.0805435,3.9935133,4.4934683,2.0562832,3.5002377,2.2769368,4.436761,2.1163313,2.411582,0.41834438,2.0574827,1.6218927",Tug
"-744.1586,140.3386,-96.488174,-71.93331,-28.159496,-26.882668,-41.26981,-6.28099,-13.467688,0.7508593,-5.849067,9.707342,2.7364845,11.432305,0.7052889,7.6385756,1.3157305,7.6757336,2.1699295,5.133433,1.421288,5.0032964,2.8691967,4.612446,4.480741,4.791789,3.535114,3.0012531,4.365934,3.5224788,4.083849,1.9033117,2.8396235,1.4886011,4.287841,2.5740154,3.3813665,0.9694344,2.9804325,1.619166",Tug
"-691.6796,162.13686,-109.09738,-67.79995,-25.296984,-36.137077,-40.412388,-14.170619,-19.968384,-6.7446156,-12.204314,2.7055712,1.2885855,6.7915077,0.2724976,5.1638727,0.3275382,4.826097,1.5767893,2.2474453,1.4254318,4.037485,3.655071,4.5134563,5.366632,4.311476,3.758236,1.8787177,4.4466605,3.8061604,4.5372806,2.1479053,3.6068106,2.413152,5.106972,3.602833,3.9243822,1.6981144,3.0216467,2.7213821",Tug
"-700.3668,163.6492,-106.33526,-79.20675,-30.712442,-38.244858,-42.900368,-10.978209,-17.764719,-4.860791,-7.7685494,6.0311885,5.099216,9.691079,0.4488528,5.8584976,1.3969132,4.920658,1.5622929,1.6982745,0.7697442,3.654675,3.5635555,6.4994307,8.330313,5.472932,4.554433,2.6168528,3.6276398,3.3684485,4.432375,0.86742437,2.7097046,2.1511724,4.7551084,3.8556144,4.100483,1.6458029,3.9966455,2.8593807",Tug
"-682.83575,176.3658,-111.98999,-75.353584,-31.936903,-42.054493,-49.894337,-12.926826,-23.245874,-7.1501527,-11.855826,6.6909037,2.828909,12.022564,1.2638472,8.839789,1.340457,6.2012463,0.36297467,2.9768875,-1.1979043,2.572001,1.1567931,4.7641597,4.539904,3.596143,3.8548028,4.7420564,5.008066,4.781964,6.8844995,3.8908558,4.071445,2.909487,5.3753176,3.2596235,3.3748136,0.44523877,2.8666728,1.7155575",Tug
"-677.1339,149.3917,-121.912895,-70.91211,-18.453558,-41.649395,-34.65965,-15.225064,-11.931475,-8.04615,-5.700299,2.667665,4.0048976,3.0205588,2.9270275,4.7796264,5.693772,7.4350567,6.0313644,0.88193405,0.19635116,1.8321365,2.2415526,3.0681565,5.3800163,4.1169286,3.073373,2.4446235,3.2003806,2.4050453,2.756671,4.3430886,5.4135175,4.953918,4.640358,3.39475,2.0834875,2.3834753,2.676582,2.8925772",Tug
"-698.8889,160.26624,-111.35592,-71.652664,-24.009806,-37.89404,-45.510628,-9.761037,-17.522867,-7.811079,-11.812908,5.428504,0.23792128,6.133943,0.9052318,6.5984044,0.1647012,7.3826866,5.822339,6.2285366,2.7728121,5.4663506,3.7562609,3.8916006,5.3777356,5.274967,3.433102,1.7299563,4.3821907,3.4711993,3.9748702,1.8500237,3.4684796,1.9544107,4.4715796,3.5154505,4.9367266,2.8790681,4.479104,3.537834",Tug
"-676.99146,181.92062,-106.10367,-71.43585,-34.9015,-39.495285,-44.805176,-15.17169,-25.876465,-7.291465,-14.661973,3.4061418,-0.6741817,7.4772415,-2.398535,6.297364,-0.94924456,6.297942,0.98327816,2.6441236,-0.604352,3.8129535,1.394853,4.837535,4.76385,4.3893485,3.5693607,3.0347857,4.1092243,4.191849,5.119124,2.8022456,3.7777214,2.9885256,6.100191,3.710581,3.948101,1.931169,4.194354,2.9310198",Tug
"-621.2746,172.55849,-113.8157,-74.001205,-20.124653,-46.075012,-35.592613,-20.890364,-18.00916,-17.441044,-13.875061,1.9500611,9.005507,5.4573913,2.1628888,-1.8105701,-1.4336331,1.9477638,3.4993548,1.29348,-2.4983118,-0.8581949,2.938213,4.82214,6.946537,5.785568,1.230739,-0.458992,1.8949006,4.954154,5.520456,2.9976878,-0.18930651,-1.0394491,1.6673646,4.9167714,4.664427,2.3130872,0.9428624,0.7902738",Tug
"-716.2079,155.70421,-107.422806,-69.09938,-26.934324,-29.398504,-45.507797,-8.126463,-16.468529,-0.4959138,-13.42929,7.0743794,0.97793007,11.483502,-0.40671676,8.779393,-1.5363575,7.196279,1.3245406,6.0266495,-0.4309177,4.6350756,1.4752934,5.0739036,3.978356,6.107525,2.909387,2.7566822,3.8550904,4.0500245,3.0422668,2.1685941,2.9831197,1.3160414,2.9657245,2.6911278,4.363001,2.2400212,3.4005742,1.9100667",Tug
"-677.62067,166.36374,-124.98414,-69.42351,-24.510675,-42.580677,-49.15115,-12.907735,-18.843252,-4.2625914,-13.776736,4.108071,1.7062896,10.250802,3.1439815,8.776273,0.8500765,8.964708,4.8094287,4.8065343,0.85175,4.222292,1.7259606,2.5794013,3.094553,3.581142,3.0385828,2.9693265,5.0261397,3.895414,5.276018,4.0760684,4.6434274,1.9072626,3.8969796,2.4471998,3.8881724,1.041264,1.8307941,0.7167297",Tug
"-678.7469,169.16898,-113.11038,-71.11478,-27.428308,-39.59193,-43.339615,-12.611245,-13.815013,-4.879514,-13.092217,3.1701903,2.0704112,7.4466653,1.9480361,5.457465,-1.176229,2.9649868,1.3458107,1.2754145,-1.1302881,1.35685,1.0532117,1.4042282,3.0336492,3.1866927,4.1716194,3.2531247,5.5652623,4.380095,5.519253,3.6119614,3.7896311,0.51666397,2.826033,2.748756,4.124285,1.8120338,2.7678275,2.1942446",Tug
"-709.622,160.5637,-106.65838,-74.61909,-30.375721,-32.04204,-45.400074,-11.990329,-20.526644,-1.5811987,-7.9068284,7.786352,0.13687992,10.638422,0.5824992,8.2805395,1.2230816,8.987195,2.3580341,4.7336173,0.7954203,4.8986654,1.8148452,4.7502065,4.6765122,4.896615,3.0910213,2.8508062,4.1177974,4.032202,4.673981,1.9340441,2.0230172,1.1677727,4.597528,3.139923,3.7475524,1.3647571,3.6772256,2.5982451",Tug
"-625.3559,188.04634,-130.89647,-62.28636,-25.814415,-44.60202,-41.686157,-21.513182,-24.414173,-12.399268,-18.882187,-0.033126462,-0.24965057,3.880971,-0.67699784,4.320411,-0.36698377,3.623009,1.4194232,0.70736396,-1.4105637,0.08375188,0.0692371,1.6286688,3.5255466,2.6929896,2.8209672,1.8070531,5.1754355,3.92067,4.45633,3.1053495,4.468347,2.234685,4.540512,3.1239128,3.055207,1.2309648,2.8575532,2.4028685",Tug
"-621.63995,185.50386,-125.87237,-66.4738,-22.878445,-48.786007,-40.720497,-24.799252,-21.371187,-16.331875,-14.597999,-2.490085,1.1924522,3.1600337,1.5622969,1.3728698,1.2640572,3.6599844,4.385145,1.2382938,-0.3111428,0.3052689,1.0520301,1.633363,4.338005,3.575187,2.8811831,1.3961525,2.8696916,3.6084118,4.613873,4.005947,3.23301,2.4440544,3.7356246,3.8696918,2.2640517,1.3205487,1.5450939,2.3216505",Tug
"-647.56213,187.51599,-110.484474,-71.900986,-27.620682,-49.88288,-44.053745,-20.992565,-24.001457,-13.584195,-10.518421,0.457169,2.6931028,4.9622483,0.5408474,2.9156258,2.2988336,3.481339,1.8925192,-0.087410994,0.88132435,2.3069184,2.0019283,2.241735,4.3917227,2.0941663,2.5838327,1.9683973,3.7702882,3.6436346,4.2727313,1.8369269,1.423772,0.9974926,3.9602208,4.100204,2.9493136,1.9689817,2.706654,3.7051446",Tug
"-676.07513,159.7329,-102.41628,-83.25727,-20.414711,-41.54211,-35.511562,-10.857281,-14.217906,-20.29629,-11.576618,3.3791943,9.709794,8.158863,7.855457,4.4776754,-0.06193079,3.9394956,8.487372,4.4696193,0.39374328,1.9327543,3.0061111,1.5398504,2.8279514,5.555248,3.9956515,1.1194726,2.2171195,3.5863717,2.5041378,2.4175339,3.425249,2.9722803,2.467277,3.3148806,3.27507,1.806521,1.3602532,2.0619943",Tug
"-733.975,148.9585,-100.69893,-72.29355,-29.427908,-26.023066,-44.425697,-10.3588295,-20.366613,-0.26896578,-7.2843337,10.531747,0.8326393,12.19186,0.8685883,11.552073,3.204681,9.811387,1.0467666,5.983609,0.7017578,5.4259133,1.7080798,5.4797573,3.8568215,5.109332,1.9847401,1.3560766,1.5643077,3.4282172,4.6265197,3.0902069,2.9472744,2.6498966,5.3761864,4.2189097,4.5774717,1.6645899,2.4875658,1.3066802",Tug
"-698.6422,166.57367,-109.56086,-74.16455,-30.382904,-35.102306,-46.101887,-12.031005,-21.597527,-3.4100854,-10.668564,6.5368996,1.1557666,11.396275,1.2880675,9.355943,1.0332054,7.0126534,0.6017212,3.5195117,-0.90006393,3.1749318,1.3737376,5.1737146,5.152053,5.3052683,3.4788918,3.2699788,5.063279,5.1877623,5.480443,2.6675622,2.768005,1.2647296,4.200601,2.4872577,2.735367,0.167941,2.6788023,2.1476462",Tug
"-661.7009,175.89696,-127.1404,-62.902565,-24.885622,-41.030308,-50.217003,-18.136747,-24.62625,-7.2595053,-18.716372,4.7152524,-1.5508415,6.491367,-0.982102,7.6699305,-1.7932578,7.519894,3.2971766,6.452735,0.15177251,5.0932007,3.6557574,5.8084908,4.48276,5.8965507,4.0466437,3.3563583,4.106335,3.940529,5.074712,4.4824967,4.6669497,2.1915276,4.2030487,2.6559603,2.8669205,-0.65667593,0.80583346,0.8002665",Tug
"-617.53613,175.53767,-128.6347,-70.01857,-21.082884,-47.526527,-37.04204,-23.130787,-16.108973,-14.505031,-12.170563,-2.593505,2.1325753,1.5116233,0.7143844,1.8481627,2.1589267,3.271494,5.1066704,3.2473679,1.2535547,0.98281324,1.7181646,3.7624571,4.720051,3.3680568,1.725517,1.4021835,3.5553477,4.670029,3.3521097,2.3755841,2.1729567,2.0837157,2.5611713,3.0169652,2.31645,1.6050386,1.6670521,2.3060095",Tug
"-686.7463,161.19392,-124.72002,-66.86201,-27.28929,-40.092876,-49.85062,-13.086933,-18.085566,-2.4439914,-16.192461,7.300064,3.1016576,11.2009535,1.039034,8.718098,-0.33250934,9.518246,4.592122,8.634629,3.0271776,6.574344,3.1699986,5.6072745,4.3356614,4.526185,1.2642071,1.835034,4.7324586,4.917193,4.935497,3.711324,3.3978589,0.8247619,3.0310876,1.3757164,1.5599949,-0.75284064,2.0089414,1.8944483",Tug
"-655.00146,181.45676,-126.456764,-70.17791,-24.249657,-40.743343,-47.054222,-16.83656,-23.191711,-8.57844,-16.405434,3.4016008,-0.041778162,5.7793775,-1.5262947,4.809831,-1.6378795,5.5429125,2.2818186,3.579629,-0.42213458,3.3851168,3.0725217,4.4147396,4.6693544,4.3552265,3.2939858,2.6552892,4.9939623,4.0912986,5.1974125,3.8213656,4.6248603,2.0088108,4.448096,2.9141176,3.1601424,0.021829754,1.4122417,0.83402413",Tug
"-701.5668,163.42125,-106.611565,-67.191055,-27.786306,-37.76724,-48.139244,-12.615846,-20.215254,-3.8660433,-13.111342,6.023131,1.8140957,9.079116,-1.0796595,7.461258,-0.6778618,6.8269396,2.799863,6.1570745,1.5488733,5.089945,2.6792376,4.210278,3.213004,4.097252,3.4471388,3.7281194,5.662838,4.8568482,5.0944057,3.4413543,3.9707856,1.3126394,3.4904091,2.6092124,3.9104373,0.85057694,2.658786,2.0314832",Tug
"-654.9262,166.70409,-129.1486,-63.681065,-21.774298,-41.713318,-40.511345,-17.215555,-18.10819,-9.509677,-15.280801,0.38352358,1.1545688,5.4548445,0.9839345,4.4167385,2.1409607,6.2712173,4.836312,3.2828007,0.4181098,1.2236944,1.4461,1.5536808,4.1899147,3.136656,2.2759523,1.168783,4.870279,4.1314216,4.567316,2.6799028,3.7683315,1.9248006,3.9780629,3.5987518,3.9759293,1.7673275,2.3803675,2.471215",Tug
"-757.4412,140.12987,-88.81018,-71.370636,-28.189838,-21.612371,-45.528694,-7.1785088,-14.911339,-3.1030037,-12.635983,10.867569,3.7365885,13.420282,0.3496242,10.728593,3.5945127,12.395959,3.8724222,6.796886,0.28049803,5.6746554,2.6279461,6.583488,5.2459044,5.9584274,1.6629146,1.6899407,3.7721443,5.4229245,5.0120854,2.7248685,2.2226279,1.2015153,3.7707324,2.4460769,1.6710969,-1.8632286,-0.09565606,-0.38061407",Tug
"-698.5506,156.38559,-123.314735,-67.73701,-25.802868,-35.756065,-43.883442,-5.433703,-20.972488,-6.831982,-15.240653,7.8920546,2.1451633,13.3017645,0.60723454,8.720256,1.2583226,13.1918745,7.2866817,8.487482,-0.74947417,3.4840128,-0.33621347,3.5053842,3.0577252,3.6302943,1.1524628,3.9606314,5.4826026,4.8576956,4.1222763,2.6104157,2.7905774,1.8050271,4.1278677,2.944221,2.9399886,0.7702332,3.1388981,1.8053713",Tug
"-675.102,168.29196,-118.829926,-66.1147,-26.479269,-39.066254,-43.381313,-15.569003,-22.049063,-7.843133,-15.172047,3.389346,-1.1542681,4.794988,-0.35458046,7.496435,2.3363774,9.104684,3.8588624,2.583677,-0.7319012,3.9992363,3.3280585,3.8020926,4.2088184,4.1574893,3.6906328,3.5333116,5.4410005,2.7323313,3.299065,3.5341945,5.781346,3.697224,5.9623804,3.4479792,3.2766473,1.3527312,3.746826,2.5254993",Tug
"-725.87726,156.17592,-101.84682,-74.77057,-28.464832,-28.480703,-47.259953,-7.722692,-18.86903,-2.433801,-9.687322,8.514227,0.67024267,13.457538,-0.16484298,9.008478,1.973179,10.086055,1.4069083,5.414438,-0.5358067,4.5457606,1.6189257,6.187576,4.409645,4.859887,2.0789301,2.8518531,4.056909,5.6844,5.381519,2.384373,2.1673276,2.2643094,5.08256,3.4451332,2.8221185,-0.0069762687,2.2231324,1.7021257",Tug
"-602.9684,176.93523,-125.73098,-67.02756,-19.511454,-48.739967,-39.420654,-27.049913,-17.533335,-13.721808,-12.160204,-2.5981781,2.5278077,1.7226064,1.4146392,1.7967762,1.3733939,2.65724,4.6809425,2.8780932,0.6202025,0.55283684,0.3612145,1.7470499,4.070981,4.1115527,2.8475335,1.9179171,2.707652,3.23262,2.2229545,2.020056,1.6395028,1.3869978,2.5236413,3.1588743,2.6695428,1.9966742,1.892968,2.2337217",Tug
"-712.47473,158.38316,-106.14878,-65.90139,-25.44434,-30.920519,-46.63268,-9.976843,-20.767715,-3.97347,-14.732777,5.816828,-0.58870184,9.412669,-3.5985312,6.855448,-0.16475852,9.520242,1.9291439,6.238336,1.2103364,6.542708,3.0973766,7.477864,6.127627,6.8074985,3.267461,3.4378395,4.531952,5.015393,3.7457318,1.4246304,1.6759989,1.2322301,3.4913108,2.0275445,2.5435588,0.49259293,2.1633685,1.2399895",Tug
"-625.4786,188.99529,-123.15782,-69.001076,-30.185995,-49.156696,-38.38346,-22.556992,-23.451265,-13.453184,-13.431587,0.34608448,3.0340571,2.1574144,-2.3527553,0.52206856,0.9945706,3.2129252,1.647715,1.0531031,2.686071,1.8954042,1.7182733,3.1516578,4.56758,2.444793,2.6702082,0.8382483,3.8351345,5.2907543,5.069861,2.0320776,2.1164396,1.5934399,3.84008,4.944448,4.8307176,3.059851,2.3438902,2.3311086",Tug
"-593.97504,169.0633,-122.13479,-73.50509,-23.413342,-49.39095,-37.044807,-21.742123,-17.450962,-15.868055,-12.206268,-0.99608314,4.9673495,3.1880677,2.539536,3.8145225,4.2064333,4.4111447,3.9668586,1.6602318,0.43172833,2.3545287,3.1026356,2.6123345,3.7777221,3.2959247,1.6316501,1.6432054,2.5999362,3.2351627,2.6764543,2.3129623,2.321685,1.9638696,2.656108,3.646577,2.7775419,1.3281583,1.7145253,2.9515603",Tug
"-665.7597,188.77989,-105.81786,-71.48266,-29.415682,-49.52245,-52.324646,-13.621835,-22.156609,-10.300225,-12.910905,2.3202403,-0.022315307,5.652285,-4.695912,2.9812026,2.5055974,7.180493,2.5432975,3.1950295,-1.8230833,-0.79317826,0.7563824,3.3465862,3.3724072,2.9412913,3.4008543,1.9960628,4.493124,4.163882,3.7208376,-0.4494578,1.1362457,2.2467356,7.172383,6.3510156,7.163917,5.0042877,5.522897,3.190824",Tug
"-661.9469,173.88173,-115.21899,-75.494835,-24.59446,-44.263885,-41.384537,-17.907446,-18.959995,-13.769786,-11.956625,-0.072718725,1.6575555,4.083701,2.008262,4.2461424,4.2311807,5.9112096,6.1645226,4.749226,2.2931907,0.92536944,1.3776783,2.3978257,5.4391336,3.7131562,2.6532502,1.4910532,4.180021,4.0111194,4.470477,4.126466,4.589098,2.5747306,3.8346906,4.389489,2.640901,0.31470254,0.91790915,2.1000507",Tug
